Circuit Name,Substation Name,Date Last Update,Plan Year,System Name,A-bank,Circuit Available Load Capacity 2024,Circuit Available Load Capacity 2025,Circuit Available Load Capacity 2026,Circuit Available Load Capacity 2027,Circuit Available Load Capacity 2028,Substation Available Load Capacity 2024,Substation Available Load Capacity 2025,Substation Available Load Capacity 2026,Substation Available Load Capacity 2027,Substation Available Load Capacity 2028,A-bank Available Load Capacity 2024,A-bank Available Load Capacity 2025,A-bank Available Load Capacity 2026,A-bank Available Load Capacity 2027,A-bank Available Load Capacity 2028,circuit_voltage,org_alc_year1,org_alc_year2,org_alc_year3,org_alc_year4,org_alc_year5,ckt_capacity_y1,ckt_capacity_y2,ckt_capacity_y3,ckt_capacity_y4,ckt_capacity_y5,subst_capacity_y1,subst_capacity_y2,subst_capacity_y3,subst_capacity_y4,subst_capacity_y5,subst_org_alc_year1,subst_org_alc_year2,subst_org_alc_year3,subst_org_alc_year4,subst_org_alc_year5,Subtrans,subtrans_alc_year1,subtrans_alc_year2,subtrans_alc_year3,subtrans_alc_year4,subtrans_alc_year5,y1ckt_f,y2ckt_f,y3ckt_f,y4ckt_f,y5ckt_f,y1sub_f,y2sub_f,y3sub_f,y4sub_f,y5sub_f,y1subt_f,y2subt_f,y3subt_f,y4subt_f,y5subt_f,y1abank_f,y2abank_f,y3abank_f,y4abank_f,y5abank_f,y1ckt_sub_f,y2ckt_sub_f,y3ckt_sub_f,y4ckt_sub_f,y5ckt_sub_f,y1ckt_subt_f,y2ckt_subt_f,y3ckt_subt_f,y4ckt_subt_f,y5ckt_subt_f,y1ckt_abank_f,y2ckt_abank_f,y3ckt_abank_f,y4ckt_abank_f,y5ckt_abank_f,y1sub_subt_f,y2sub_subt_f,y3sub_subt_f,y4sub_subt_f,y5sub_subt_f,y1sub_abank_f,y2sub_abank_f,y3sub_abank_f,y4sub_abank_f,y5sub_abank_f,y1subt_abank_f,y2subt_abank_f,y3subt_abank_f,y4subt_abank_f,y5subt_abank_f,y1ckt_sub_subt_f,y2ckt_sub_subt_f,y3ckt_sub_subt_f,y4ckt_sub_subt_f,y5ckt_sub_subt_f, ,y2ckt_sub_abank_f,y3ckt_sub_abank_f,y4ckt_sub_abank_f,y5ckt_sub_abank_f,y1ckt_subt_abank_f,y2ckt_subt_abank_f,y3ckt_subt_abank_f,y4ckt_subt_abank_f,y5ckt_subt_abank_f,y1sub_subt_abank_f,y2sub_subt_abank_f,y3sub_subt_abank_f,y4sub_subt_abank_f,y5sub_subt_abank_f,y1ckt_sub_subt_abank_f,y2ckt_sub_subt_abank_f,y3ckt_sub_subt_abank_f,y4ckt_sub_subt_abank_f,y5ckt_sub_subt_abank_f,Identifier,Duct Bank Circuit - Grid Constraint,Transmission- Grid Constraint,OBJECTID,SHAPE__Length
Phoenix,Parkwood 66/12 kV,02/24/2026,2025,Olinda 220/66,Olinda 220/66,4.3,4.3,4.3,4.2,4.2,72.800000,13.500000,13.100000,12.700000,12.100000,184.96,179.01,172.58,170.87,168.2,12,N/A,N/A,N/A,N/A,N/A,4.3,4.3,4.3,4.2,4.2,72.8,13.5,13.1,12.7,12.1,N/A,N/A,N/A,N/A,N/A,Parkwood 66/12 Kv,,,,,,4.3,4.3,4.3,4.2,4.2,72.8,13.5,13.1,12.7,12.1,,,,,,184.96,179.01,172.58,170.87,168.2,4.3,4.3,4.3,4.2,4.2,,,,,,4.3,4.3,4.3,4.2,4.2,,,,,,72.8,13.5,13.1,12.7,12.1,,,,,,,,,,,4.300000,4.3,4.3,4.2,4.2,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,369807,75448.829761
Talpa,Savage 115/12 kV,02/24/2026,2025,Victor 220/115,Victor 220/115,2.8,3.1,3.3,3.6,3.6,108.536400,9.072800,12.109300,14.932700,17.453900,200.2,110.46,145.66,124.91,169.77,12,N/A,N/A,N/A,N/A,N/A,2.8,3.1,3.3,3.6,3.6,108.5364,9.0728,12.1093,14.9327,17.4539,N/A,N/A,N/A,N/A,N/A,Savage 115/12 Kv,,,,,,2.8,3.1,3.3,3.6,3.6,108.5364,9.0728,12.1093,14.9327,17.4539,,,,,,200.2,110.46,145.66,124.91,169.77,2.8,3.1,3.3,3.6,3.6,,,,,,2.8,3.1,3.3,3.6,3.6,,,,,,108.5364,9.0728,12.1093,14.9327,17.4539,,,,,,,,,,,2.800000,3.1,3.3,3.6,3.6,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,369808,137207.606868
Commander,Military 33/12 kV,02/24/2026,2025,Kramer 220/115,Kramer 220/115,4.4,4.4,4.4,4.4,4.4,11.800000,5.800000,5.800000,5.800000,5.800000,,,,,,12,N/A,N/A,N/A,N/A,N/A,4.4,4.4,4.4,4.4,4.4,11.8,5.8,5.8,5.8,5.8,N/A,N/A,N/A,N/A,N/A,Military 33/12 Kv,,,,,,4.4,4.4,4.4,4.4,4.4,11.8,5.8,5.8,5.8,5.8,,,,,,,,,,,4.4,4.4,4.4,4.4,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.400000,4.4,4.4,4.4,4.4,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,369809,86559.178945
Ashberry,Anaverde 66/12 kV,02/24/2026,2025,Antelope 220/66,Antelope 220/66,1.0233,0.9753,0.8753,0.7753,0.7753,73.214200,3.942600,3.574300,4.106000,4.637800,214.35,179.5,60.98,50.45,40.93,12,N/A,N/A,N/A,N/A,N/A,1.0233,0.9753,0.8753,0.7753,0.7753,73.2142,3.9426,3.5743,4.106,4.6378,N/A,N/A,N/A,N/A,N/A,Anaverde 66/12 Kv,,,,,,1.0233,0.9753,0.8753,0.7753,0.7753,73.2142,3.9426,3.5743,4.106,4.6378,,,,,,214.35,179.5,60.98,50.45,40.93,1.0233,0.9753,0.8753,0.7753,0.7753,,,,,,1.0233,0.9753,0.8753,0.7753,0.7753,,,,,,73.2142,3.9426,3.5743,4.106,4.6378,,,,,,,,,,,1.023300,0.9753,0.8753,0.7753,0.7753,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,Yes,No,369810,156109.537948
Freightliner,Roadway 115/12 kV,02/24/2026,2025,Victor 220/115,Victor 220/115,6.0375,6.1375,6.1875,6.1625,6.2625,117.168900,20.086700,31.188500,66.483400,101.176200,200.2,110.46,145.66,124.91,169.77,12,N/A,N/A,N/A,N/A,N/A,6.0375,6.1375,6.1875,6.1625,6.2625,117.1689,20.0867,31.1885,66.4834,101.1762,N/A,N/A,N/A,N/A,N/A,Roadway 115/12 Kv,,,,,,6.0375,6.1375,6.1875,6.1625,6.2625,117.1689,20.0867,31.1885,66.4834,101.1762,,,,,,200.2,110.46,145.66,124.91,169.77,6.0375,6.1375,6.1875,6.1625,6.2625,,,,,,6.0375,6.1375,6.1875,6.1625,6.2625,,,,,,117.1689,20.0867,31.1885,66.4834,101.1762,,,,,,,,,,,6.037500,6.1375,6.1875,6.1625,6.2625,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,Yes,No,369811,113143.458999
Church,Gallatin 66/12 kV,02/24/2026,2025,Center 220/66,Center 'B' 220/66,1.0848,0.7848,1.9848,1.2848,0.9848,48.800000,0.000000,0.000000,0.000000,13.032400,121.56,118.78,114.68,114.79,76.42,12,N/A,N/A,N/A,N/A,N/A,1.0848,0.7848,1.9848,1.2848,0.9848,48.8,0,0,0,13.0324,N/A,N/A,N/A,N/A,N/A,Gallatin 66/12 Kv,,,,,,1.0848,0.7848,1.9848,1.2848,0.9848,48.8,0,0,0,13.0324,,,,,,121.56,118.78,114.68,114.79,76.42,1.0848,0,0,0,0.9848,,,,,,1.0848,0.7848,1.9848,1.2848,0.9848,,,,,,48.8,0,0,0,13.0324,,,,,,,,,,,1.084800,0,0,0,0.9848,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,369812,58781.754770
Hub City,Fremont 66/16 kV,02/24/2026,2025,Lighthipe 220/66,Lighthipe 'Ab' 220/66,2.1,2.0037,2.0037,1.9037,0.4037,84.000000,32.500000,32.500000,33.500000,34.700000,61.68,15.67,7.15,4.04,3.85,16,N/A,N/A,N/A,N/A,N/A,2.1,2.0037,2.0037,1.9037,0.4037,84,32.5,32.5,33.5,34.7,N/A,N/A,N/A,N/A,N/A,Fremont 66/16 Kv,,,,,,2.1,2.0037,2.0037,1.9037,0.4037,84,32.5,32.5,33.5,34.7,,,,,,61.68,15.67,7.15,4.04,3.85,2.1,2.0037,2.0037,1.9037,0.4037,,,,,,2.1,2.0037,2.0037,1.9037,0.4037,,,,,,61.68,15.67,7.15,4.04,3.85,,,,,,,,,,,2.100000,2.0037,2.0037,1.9037,0.4037,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,369813,72962.880444
Dorchester,Villa Park 66/12 kV,02/24/2026,2025,Villa Park 220/66,Villa Park 220/66,6.1,6.1,6.1,6.2,6.2,101.232200,10.764500,10.696700,10.628900,10.273400,0,0,0,0,0,12,N/A,N/A,N/A,N/A,N/A,6.1,6.1,6.1,6.2,6.2,101.2322,10.7645,10.6967,10.6289,10.2734,N/A,N/A,N/A,N/A,N/A,Villa Park 66/12 Kv,,,,,,6.1,6.1,6.1,6.2,6.2,101.2322,10.7645,10.6967,10.6289,10.2734,,,,,,0,0,0,0,0,6.1,6.1,6.1,6.2,6.2,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,0.000000,0,0,0,0,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,369814,30665.662241
White,Longdon 16/4 kV,02/24/2026,2025,Lighthipe 220/66,Lighthipe 'Def' 220/66,0.8,0.8,0.8,0.8,0.8,9.000000,1.200000,1.900000,1.700000,2.100000,128.62,74.82,64.76,66.17,66.71,4.16,N/A,N/A,N/A,N/A,N/A,0.8,0.8,0.8,0.8,0.8,9,1.2,1.9,1.7,2.1,N/A,N/A,N/A,N/A,N/A,Longdon 16/4 Kv,,,,,,0.8,0.8,0.8,0.8,0.8,9,1.2,1.9,1.7,2.1,,,,,,128.62,74.82,64.76,66.17,66.71,0.8,0.8,0.8,0.8,0.8,,,,,,0.8,0.8,0.8,0.8,0.8,,,,,,9,1.2,1.9,1.7,2.1,,,,,,,,,,,0.800000,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,369815,24100.349812
Reche,Maxwell 115/12 kV,02/24/2026,2025,Vista 220/115,Vista 220/115,2.5658,1.8658,0.8658,0.8658,0.7658,96.044100,7.000800,9.487400,16.200400,24.413400,0,0,0,0,0,12,N/A,N/A,N/A,N/A,N/A,2.5658,1.8658,0.8658,0.8658,0.7658,96.0441,7.0008,9.4874,16.2004,24.4134,N/A,N/A,N/A,N/A,N/A,Maxwell 115/12 Kv,,,,,,2.5658,1.8658,0.8658,0.8658,0.7658,96.0441,7.0008,9.4874,16.2004,24.4134,,,,,,0,0,0,0,0,2.5658,1.8658,0.8658,0.8658,0.7658,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,0.000000,0,0,0,0,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,369816,95922.557219
Leopard,Lampson 66/12 kV,02/24/2026,2025,Barre 220/66,Barre 'Ab' 220/66,0.8,1,1.2,1.1,1.1,78.400000,30.200000,30.500000,15.600000,12.600000,0,0,0,0,0,12,N/A,N/A,N/A,N/A,N/A,0.8,1,1.2,1.1,1.1,78.4,30.2,30.5,15.6,12.6,N/A,N/A,N/A,N/A,N/A,Lampson 66/12 Kv,,,,,,0.8,1,1.2,1.1,1.1,78.4,30.2,30.5,15.6,12.6,,,,,,0,0,0,0,0,0.8,1,1.2,1.1,1.1,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,0.000000,0,0,0,0,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,369817,99929.104106
Elk,Octol 66/12 kV,02/24/2026,2025,Rector 220/66,Rector 220/66,0.2196,0.2196,0.2196,0.2196,0.2196,56.683800,38.044800,31.878700,33.111500,34.446500,37,133.63,130.87,130.17,129.64,12,N/A,N/A,N/A,N/A,N/A,0.2196,0.2196,0.2196,0.2196,0.2196,56.6838,38.0448,31.8787,33.1115,34.4465,N/A,N/A,N/A,N/A,N/A,Octol 66/12 Kv,,,,,,0.2196,0.2196,0.2196,0.2196,0.2196,56.6838,38.0448,31.8787,33.1115,34.4465,,,,,,37,133.63,130.87,130.17,129.64,0.2196,0.2196,0.2196,0.2196,0.2196,,,,,,0.2196,0.2196,0.2196,0.2196,0.2196,,,,,,37,38.0448,31.8787,33.1115,34.4465,,,,,,,,,,,0.219600,0.2196,0.2196,0.2196,0.2196,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,369818,146646.349397
Oklahoma,Carolina 66/12 kV,02/24/2026,2025,Olinda 220/66,Olinda 220/66,1.6,0.2,0.1,0.1,0,101.859400,15.624600,25.490700,51.470800,66.735300,184.96,179.01,172.58,170.87,168.2,12,N/A,N/A,N/A,N/A,N/A,1.6,0.2,0.1,0.1,0,101.8594,15.6246,25.4907,51.4708,66.7353,N/A,N/A,N/A,N/A,N/A,Carolina 66/12 Kv,,,,,,1.6,0.2,0.1,0.1,0,101.8594,15.6246,25.4907,51.4708,66.7353,,,,,,184.96,179.01,172.58,170.87,168.2,1.6,0.2,0.1,0.1,0,,,,,,1.6,0.2,0.1,0.1,0,,,,,,101.8594,15.6246,25.4907,51.4708,66.7353,,,,,,,,,,,1.600000,0.2,0.1,0.1,0,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,369819,76422.653624
Shaffer,Chino 66/12 kV,02/24/2026,2025,Chino 220/66,Chino_Sec_A 220/66,2.8,2.3374,2.2374,2.2374,2.1374,84.304300,0.000000,19.783300,21.342400,21.199500,0,0,78.74,74.1,72.87,12,N/A,N/A,N/A,N/A,N/A,2.8,2.3374,2.2374,2.2374,2.1374,84.3043,0,19.7833,21.3424,21.1995,N/A,N/A,N/A,N/A,N/A,Chino 66/12 Kv,,,,,,2.8,2.3374,2.2374,2.2374,2.1374,84.3043,0,19.7833,21.3424,21.1995,,,,,,0,0,78.74,74.1,72.87,2.8,0,2.2374,2.2374,2.1374,,,,,,0,0,2.2374,2.2374,2.1374,,,,,,0,0,19.7833,21.3424,21.1995,,,,,,,,,,,0.000000,0,2.2374,2.2374,2.1374,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,Yes,No,369820,77260.278236
Fairlane,Falcon Ridge 66/12 kV,02/24/2026,2025,Etiwanda 220/66,Etiwanda 'E' 220/66,0,0,3.0492,3.1492,3.2492,64.531500,25.675000,18.038500,26.338600,77.148700,0,0,0,0,0,12,N/A,N/A,N/A,N/A,N/A,0,0,3.0492,3.1492,3.2492,64.5315,25.675,18.0385,26.3386,77.1487,N/A,N/A,N/A,N/A,N/A,Falcon Ridge 66/12 Kv,,,,,,0,0,3.0492,3.1492,3.2492,64.5315,25.675,18.0385,26.3386,77.1487,,,,,,0,0,0,0,0,0,0,3.0492,3.1492,3.2492,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,0.000000,0,0,0,0,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,Yes,No,369821,132888.176497
Figueroa,Santa Barbara 66/4 kV,02/24/2026,2025,Goleta 220/66,Goleta 220/66,2,2,2,2,2,14.900000,6.600000,6.400000,6.300000,7.600000,11.49,0,0,0,301.61,4.16,N/A,N/A,N/A,N/A,N/A,2,2,2,2,2,14.9,6.6,6.4,6.3,7.6,N/A,N/A,N/A,N/A,N/A,Santa Barbara 66/4 Kv,,,,,,2,2,2,2,2,14.9,6.6,6.4,6.3,7.6,,,,,,11.49,0,0,0,301.61,2,2,2,2,2,,,,,,2,0,0,0,2,,,,,,11.49,0,0,0,7.6,,,,,,,,,,,2.000000,0,0,0,2,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,369822,10315.057764
Goldenbear,Mascot 66/12 kV,02/24/2026,2025,Rector 220/66,Rector 220/66,6.8407,6.9407,6.9407,7.0407,7.0407,56.000000,44.700000,41.900000,35.300000,35.400000,37,133.63,130.87,130.17,129.64,12,N/A,N/A,N/A,N/A,N/A,6.8407,6.9407,6.9407,7.0407,7.0407,56,44.7,41.9,35.3,35.4,N/A,N/A,N/A,N/A,N/A,Mascot 66/12 Kv,,,,,,6.8407,6.9407,6.9407,7.0407,7.0407,56,44.7,41.9,35.3,35.4,,,,,,37,133.63,130.87,130.17,129.64,6.8407,6.9407,6.9407,7.0407,7.0407,,,,,,6.8407,6.9407,6.9407,7.0407,7.0407,,,,,,37,44.7,41.9,35.3,35.4,,,,,,,,,,,6.840700,6.9407,6.9407,7.0407,7.0407,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,369823,226719.554623
Trimble,Broadway 12/4 kV,02/24/2026,2025,Alamitos 220/66,Alamitos 220/66,0.4,0.3,0.3,0,0,4.600000,1.200000,1.100000,5.900000,0.000000,133.3,126.83,132.58,130.46,129.31,4.16,N/A,N/A,N/A,N/A,N/A,0.4,0.3,0.3,0,0,4.6,1.2,1.1,5.9,0,N/A,N/A,N/A,N/A,N/A,Broadway 12/4 Kv,,,,,,0.4,0.3,0.3,0,0,4.6,1.2,1.1,5.9,0,,,,,,133.3,126.83,132.58,130.46,129.31,0.4,0.3,0.3,0,0,,,,,,0.4,0.3,0.3,0,0,,,,,,4.6,1.2,1.1,5.9,0,,,,,,,,,,,0.400000,0.3,0.3,0,0,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,369824,25501.133777
Tatanka,Tatanka P.t. 16/4 kV,02/24/2026,2025,Goleta 220/66,Goleta 220/66,0.3,0.3,0.3,0.3,1.5,1.500000,0.500000,0.500000,0.500000,1.900000,11.49,0,0,0,301.61,4.16,N/A,N/A,N/A,N/A,N/A,0.3,0.3,0.3,0.3,1.5,1.5,0.5,0.5,0.5,1.9,N/A,N/A,N/A,N/A,N/A,Tatanka P.t. 16/4 Kv,,,,,,0.3,0.3,0.3,0.3,1.5,1.5,0.5,0.5,0.5,1.9,,,,,,11.49,0,0,0,301.61,0.3,0.3,0.3,0.3,1.5,,,,,,0.3,0,0,0,1.5,,,,,,1.5,0,0,0,1.9,,,,,,,,,,,0.300000,0,0,0,1.5,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,369825,36316.072949
Julep,Narrows 66/12 kV,02/24/2026,2025,Mesa 220/66,Mesa 220/66,3.8,3.7,3.7,3.6,3.6,108.481500,23.063000,24.742300,26.419600,27.799000,0,0,0,0,0,12,N/A,N/A,N/A,N/A,N/A,3.8,3.7,3.7,3.6,3.6,108.4815,23.063,24.7423,26.4196,27.799,N/A,N/A,N/A,N/A,N/A,Narrows 66/12 Kv,,,,,,3.8,3.7,3.7,3.6,3.6,108.4815,23.063,24.7423,26.4196,27.799,,,,,,0,0,0,0,0,3.8,3.7,3.7,3.6,3.6,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,0.000000,0,0,0,0,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,369826,75550.074116
Bidder,Goleta 66/16 kV,02/24/2026,2025,Goleta 220/66,Goleta 220/66,10.4,10.4,10.3,10.3,10.3,28.000000,29.100000,29.100000,29.000000,28.900000,11.49,0,0,0,301.61,16,N/A,N/A,N/A,N/A,N/A,10.4,10.4,10.3,10.3,10.3,28,29.1,29.1,29,28.9,N/A,N/A,N/A,N/A,N/A,Goleta 66/16 Kv,,,,,,10.4,10.4,10.3,10.3,10.3,28,29.1,29.1,29,28.9,,,,,,11.49,0,0,0,301.61,10.4,10.4,10.3,10.3,10.3,,,,,,10.4,0,0,0,10.3,,,,,,11.49,0,0,0,28.9,,,,,,,,,,,10.400000,0,0,0,10.3,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,369827,111106.718876
Rutledge,Villa Park 66/12 kV,02/24/2026,2025,Villa Park 220/66,Villa Park 220/66,1.2,1.2,1.1,1.1,1,101.232200,10.764500,10.696700,10.628900,10.273400,0,0,0,0,0,12,N/A,N/A,N/A,N/A,N/A,1.2,1.2,1.1,1.1,1,101.2322,10.7645,10.6967,10.6289,10.2734,N/A,N/A,N/A,N/A,N/A,Villa Park 66/12 Kv,,,,,,1.2,1.2,1.1,1.1,1,101.2322,10.7645,10.6967,10.6289,10.2734,,,,,,0,0,0,0,0,1.2,1.2,1.1,1.1,1,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,0.000000,0,0,0,0,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,Yes,No,369828,72022.938283
Memphis,Tennessee 66/12 kV,02/24/2026,2025,San Bernardino 220/66,San Bernardino 220/66,2.7,2.8,2.8,2.8,2.7,56.000000,11.093100,10.578800,0.000000,35.751100,0,0,0,0,172.31,12,N/A,N/A,N/A,N/A,N/A,2.7,2.8,2.8,2.8,2.7,56,11.0931,10.5788,0,35.7511,N/A,N/A,N/A,N/A,N/A,Tennessee 66/12 Kv,,,,,,2.7,2.8,2.8,2.8,2.7,56,11.0931,10.5788,0,35.7511,,,,,,0,0,0,0,172.31,2.7,2.8,2.8,0,2.7,,,,,,0,0,0,0,2.7,,,,,,0,0,0,0,35.7511,,,,,,,,,,,0.000000,0,0,0,2.7,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,369829,167794.249250
El Paseo,Redondo 16/4 kV,02/24/2026,2025,La Fresa 220/66,La Fresa 'A' 220/66,1.1,1.1,1.1,1,2.1,12.000000,6.300000,9.800000,9.600000,11.800000,177.76,159.2,157.14,155.92,154.22,4.16,N/A,N/A,N/A,N/A,N/A,1.1,1.1,1.1,1,2.1,12,6.3,9.8,9.6,11.8,N/A,N/A,N/A,N/A,N/A,Redondo 16/4 Kv,,,,,,1.1,1.1,1.1,1,2.1,12,6.3,9.8,9.6,11.8,,,,,,177.76,159.2,157.14,155.92,154.22,1.1,1.1,1.1,1,2.1,,,,,,1.1,1.1,1.1,1,2.1,,,,,,12,6.3,9.8,9.6,11.8,,,,,,,,,,,1.100000,1.1,1.1,1,2.1,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,369830,20675.703416
Stooges,Etiwanda 66/12 kV,02/24/2026,2025,Etiwanda 220/66,Etiwanda 'W' 220/66,2.8,2.9,3,3,3.1,85.653400,23.380000,32.157700,62.157600,81.451400,0,0,0,0,0,12,N/A,N/A,N/A,N/A,N/A,2.8,2.9,3,3,3.1,85.6534,23.38,32.1577,62.1576,81.4514,N/A,N/A,N/A,N/A,N/A,Etiwanda 66/12 Kv,,,,,,2.8,2.9,3,3,3.1,85.6534,23.38,32.1577,62.1576,81.4514,,,,,,0,0,0,0,0,2.8,2.9,3,3,3.1,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,0.000000,0,0,0,0,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,Yes,No,369831,37873.789967
Glass,Laguna Bell 66/16 kV,02/24/2026,2025,Laguna Bell Ab 220/66,Laguna Bell 'Ab' 220/66,10.9,10.9,10.9,10.9,4.8,61.751500,15.636600,23.480200,32.709300,73.768700,200.51,196.96,188.11,162.43,131.46,16,N/A,N/A,N/A,N/A,N/A,10.9,10.9,10.9,10.9,4.8,61.7515,15.6366,23.4802,32.7093,73.7687,N/A,N/A,N/A,N/A,N/A,Laguna Bell 66/16 Kv,,,,,,10.9,10.9,10.9,10.9,4.8,61.7515,15.6366,23.4802,32.7093,73.7687,,,,,,200.51,196.96,188.11,162.43,131.46,10.9,10.9,10.9,10.9,4.8,,,,,,10.9,10.9,10.9,10.9,4.8,,,,,,61.7515,15.6366,23.4802,32.7093,73.7687,,,,,,,,,,,10.900000,10.9,10.9,10.9,4.8,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,369832,11907.074604
Lesser,Newbury 66/16 kV,02/24/2026,2025,Moorpark 220/66,Moorpark 'A' 220/66,5.3,5.6,6,6.1,6.3,102.271400,18.675800,19.712500,22.905900,26.728000,194.34,177.16,170.53,166.93,161.93,16,N/A,N/A,N/A,N/A,N/A,5.3,5.6,6,6.1,6.3,102.2714,18.6758,19.7125,22.9059,26.728,N/A,N/A,N/A,N/A,N/A,Newbury 66/16 Kv,,,,,,5.3,5.6,6,6.1,6.3,102.2714,18.6758,19.7125,22.9059,26.728,,,,,,194.34,177.16,170.53,166.93,161.93,5.3,5.6,6,6.1,6.3,,,,,,5.3,5.6,6,6.1,6.3,,,,,,102.2714,18.6758,19.7125,22.9059,26.728,,,,,,,,,,,5.300000,5.6,6,6.1,6.3,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,369833,28087.031863
Hitch,Ivyglen 115/12 kV,02/24/2026,2025,Valley 'D' 500/115,Valley 'Efg' 500/115,2.3,2.3,2.2,2.1,2,56.000000,11.150800,25.291600,76.037900,96.141700,0,0,0,0,0,12,N/A,N/A,N/A,N/A,N/A,2.3,2.3,2.2,2.1,2,56,11.1508,25.2916,76.0379,96.1417,N/A,N/A,N/A,N/A,N/A,Ivyglen 115/12 Kv,,,,,,2.3,2.3,2.2,2.1,2,56,11.1508,25.2916,76.0379,96.1417,,,,,,0,0,0,0,0,2.3,2.3,2.2,2.1,2,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,0.000000,0,0,0,0,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,369834,90963.808670
Brucite,Victor 115/12 kV,02/24/2026,2025,Victor 220/115,Victor 220/115,3.068,3.268,3.268,3.368,3.468,112.420100,10.315300,13.960400,19.401400,24.342400,200.2,110.46,145.66,124.91,169.77,12,N/A,N/A,N/A,N/A,N/A,3.068,3.268,3.268,3.368,3.468,112.4201,10.3153,13.9604,19.4014,24.3424,N/A,N/A,N/A,N/A,N/A,Victor 115/12 Kv,,,,,,3.068,3.268,3.268,3.368,3.468,112.4201,10.3153,13.9604,19.4014,24.3424,,,,,,200.2,110.46,145.66,124.91,169.77,3.068,3.268,3.268,3.368,3.468,,,,,,3.068,3.268,3.268,3.368,3.468,,,,,,112.4201,10.3153,13.9604,19.4014,24.3424,,,,,,,,,,,3.068000,3.268,3.268,3.368,3.468,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,369835,126709.238398
